roadid	type	label    	city    	oneway	speed	roadclass	notforcar	notforpede	notforbicy
14192	6	blease st	new lynn	0	2	0	0	0	0
14193	6	blease st	new lynn	0	2	0	0	0	0
14194	6	taupo st	green bay	0	2	0	0	0	0
14195	6	vardon rd	green bay	0	2	0	0	0	0
14197	6	tauhara st	green bay	0	2	0	0	0	0
14200	6	roberta cres	orewa	0	2	0	0	0	0
14203	6	foundry rd	redvale	0	2	0	0	0	0
14205	6	springside pl	new lynn	0	2	0	0	0	0
14206	6	craigbank ave	new lynn	0	2	0	0	0	0
14208	6	taupo st	green bay	0	2	0	0	0	0
14210	6	blease st	new lynn	0	2	0	0	0	0
14211	6	totara ave	new lynn	0	2	0	0	0	0
14212	6	manhattan rise	orewa	0	2	0	0	0	0
14216	6	montcalm cl	orewa	0	2	0	0	0	0
14217	6	te wharau dr	greenhithe	0	2	0	0	0	0
14218	6	copsey pl	avondale	0	2	0	0	0	0
14221	6	mead st	avondale	0	2	0	0	0	0
14222	6	islington ave	new lynn	0	2	0	0	0	0
14223	6	hinau st	new lynn	0	2	0	0	0	0
14224	22	walkway	auckland	0	2	0	1	0	0
14228	6	taupo st	green bay	0	2	0	0	0	0
14231	6	kittiwake dr	albany	0	2	0	0	0	0
14234	6	ashburn cl	orewa	0	3	0	0	0	0
14235	6	dorchester pl	orewa	0	2	0	0	0	0
14237	6	dressage lane	greenhithe	0	2	0	0	0	0
14238	6	archer rayner pl	greenhithe	0	2	0	0	0	0
14239	6	dressage lane	greenhithe	0	2	0	0	0	0
14242	6	orwell rd	greenhithe	0	2	0	0	0	0
14244	6	blumhardt pl	avondale	0	2	0	0	0	0
14245	6	taupo st	green bay	0	2	0	0	0	0
14249	6	rangi ave	albany	0	2	0	0	0	0
14253	6	judd pl	orewa	0	2	0	0	0	0
14255	6	ashwood ave	dairy flat	0	3	0	0	0	0
14256	6	awanohi rd	paremoremo	0	3	0	0	0	0
14257	6	louvain pl	greenhithe	0	2	0	0	0	0
14259	6	oregon ave	avondale	0	2	0	0	0	0
14260	6	kiritoa st	avondale	0	2	0	0	0	0
14263	6	reid rd	new lynn	0	2	0	0	0	0
14266	6	rankin ave	new lynn	0	2	0	0	0	0
14267	6	todd ave	new lynn	0	2	0	1	0	0
14268	6	totara ave	new lynn	0	2	0	0	0	0
14270	6	hinau st	new lynn	0	2	0	0	0	0
14271	6	woolley ave	new lynn	0	2	0	0	0	0
14272	6	craigbank ave	new lynn	0	2	0	0	0	0
14273	22	walkway	new lynn	0	2	0	1	0	0
14275	6	blease st	new lynn	0	2	0	0	0	0
14276	6	kittiwake dr	albany	0	2	0	0	0	0
14280	6	titan pl	redvale	0	2	0	0	0	0
14281	6	savoy rd	orewa	0	2	0	0	0	0
14282	6	ascot way	orewa	0	2	0	0	0	0
14284	6	chalmers cl	orewa	0	2	0	0	0	0
14285	6	manga rd	redvale	0	2	0	0	0	0
14287	6	foundry rd	redvale	0	2	0	0	0	0
14288	6	ashwood ave	dairy flat	0	3	0	0	0	0
14290	5	beach haven rd	beach haven	0	3	1	0	0	0
14291	6	rambler cres	beach haven	0	2	0	0	0	0
14292	6	dakota ave	beach haven	0	2	0	0	0	0
14293	6	keith smith ave	beach haven	0	2	0	0	0	0
14294	6	fonteyn st	avondale	0	2	0	0	0	0
14295	6	fonteyn st	avondale	0	2	0	0	0	0
14296	6	reid rd	new lynn	0	2	0	0	0	0
14302	6	kingtide pl	red beach	0	2	0	0	0	0
14303	6	totara views dr	red beach	0	2	0	0	0	0
14304	6	totara views dr	red beach	0	2	0	0	0	0
14305	6	grovenor dr	orewa	0	3	0	0	0	0
14306	6	the ritz	orewa	0	2	0	0	0	0
14309	6	ngahere views	orewa	0	2	0	0	0	0
14311	6	ngahere views	orewa	0	2	0	0	0	0
14313	6	taramea st	avondale	0	2	0	0	0	0
14314	6	taramea st	avondale	0	2	0	0	0	0
14315	6	binsted rd	new lynn	0	2	0	0	0	0
14316	6	binsted rd	new lynn	0	2	0	0	0	0
14325	6	totara views dr	red beach	0	2	0	0	0	0
14327	6	newbury pl	albany	0	2	0	0	0	0
14329	6	aberley rd	albany	0	2	0	0	0	0
14330	6	chesterfield way	orewa	0	2	0	0	0	0
14332	6	foundry rd	redvale	0	2	0	0	0	0
14333	6	ingot pl	redvale	0	2	0	0	0	0
14334	6	bawden rd	redvale	0	3	0	0	0	0
14335	6	wilson rd	dairy flat	0	3	0	0	0	0
14338	6	st davids st	avondale	0	2	0	0	0	0
14339	6	dampier st	avondale	0	2	0	0	0	0
14341	6	dampier st	avondale	0	2	0	0	0	0
14344	6	rankin ave	new lynn	0	2	0	0	0	0
14345	6	delta ave	new lynn	0	2	0	0	0	0
14347	6	islington ave	new lynn	0	2	0	0	0	0
14348	6	cutler st	new lynn	0	2	0	0	0	0
14351	6	thom st	new lynn	0	2	0	0	0	0
14354	6	kittiwake dr	albany	0	2	0	0	0	0
14355	6	saltwood st	red beach	0	2	0	0	0	0
14356	6	mermaid mews	red beach	0	2	0	0	0	0
14357	6	saltwood st	red beach	0	2	0	0	0	0
14358	6	rosemount rd	dome valley	0	3	0	0	0	0
14359	6	anderson rd	dome valley	0	3	0	0	0	0
14362	6	admirals court dr	greenhithe	0	2	0	0	0	0
14363	6	admirals court dr	greenhithe	0	2	0	0	0	0
14364	6	cutter pl	greenhithe	0	2	0	0	0	0
14365	6	admirals court dr	greenhithe	0	2	0	0	0	0
14366	6	admirals court dr	greenhithe	0	2	0	0	0	0
14367	6	admirals court dr	greenhithe	0	2	0	0	0	0
14368	6	steamer pl	greenhithe	0	2	0	0	0	0
14369	22	walkway	auckland	0	2	0	1	0	0
14370	6	amelia pl	beach haven	0	2	0	0	0	0
14371	6	amelia pl	beach haven	0	2	0	0	0	0
14375	6	neptune ave	beach haven	0	2	0	0	0	0
14378	6	riverbank rd	new lynn	0	2	0	0	0	0
14379	6	cunard st	new lynn	0	2	0	0	0	0
14383	6	binsted rd	new lynn	0	2	0	0	0	0
14386	6	akehurst ave	new lynn	0	2	0	0	0	0
14388	6	hugh brown dr	new lynn	0	2	0	0	0	0
14389	6	driftwood dr	red beach	0	2	0	0	0	0
14391	6	durbin crt	greenhithe	0	2	0	0	0	0
14398	6	kyle rd	greenhithe	0	2	0	0	0	0
14399	6	kyle rd	greenhithe	0	2	0	0	0	0
14400	6	maryann pl	greenhithe	0	2	0	0	0	0
14402	6	gazelle ave	beach haven	0	2	0	0	0	0
14403	6	oruamo pl	beach haven	0	2	0	0	0	0
14404	6	oruamo pl	beach haven	0	2	0	0	0	0
14405	6	oruamo pl	beach haven	0	2	0	0	0	0
14409	6	totara ave	new lynn	0	2	0	0	0	0
14410	6	memorial dr	new lynn	0	2	0	0	0	0
14415	6	kyle rd	greenhithe	0	2	0	0	0	0
14417	10	peacock rd	tomarata	0	3	0	0	0	0
14418	6	lakeside dr	orewa	0	2	0	0	0	0
14420	6	pitoitoi ave	greenhithe	0	2	0	0	0	0
14421	6	pitoitoi ave	greenhithe	0	2	0	0	0	0
14423	6	taramea st	avondale	0	2	0	0	0	0
14426	6	clark st	new lynn	0	2	0	0	0	0
14427	6	tane st	new lynn	0	2	0	0	0	0
14434	6	kyle rd	greenhithe	0	2	0	0	0	0
14435	6	greenbough lane	greenhithe	0	2	0	0	0	0
14437	6	orewa heights cres	orewa	0	2	0	0	0	0
14438	6	mcgowan pl	orewa	0	2	0	0	0	0
14442	6	bellgrove pl	avondale	0	2	0	0	0	0
14443	6	bellgrove pl	avondale	0	2	0	0	0	0
14444	6	honan pl	avondale	0	2	0	0	0	0
14447	6	bellgrove pl	avondale	0	2	0	0	0	0
14450	6	saltwood st	red beach	0	2	0	0	0	0
14451	6	neaptide cl	red beach	0	2	0	0	0	0
14453	6	springtide pl	red beach	0	2	0	0	0	0
14455	6	seagate pl	red beach	0	2	0	0	0	0
14457	6	newbury pl	albany	0	2	0	0	0	0
14459	6	witton pl	albany	0	2	0	0	0	0
14460	6	witton pl	albany	0	2	0	0	0	0
14461	6	greenbough lane	greenhithe	0	2	0	0	0	0
14463	6	hillcrest rd	hatfields beach	0	2	0	0	0	0
14467	6	kinleith way	albany	0	2	0	0	0	0
14470	6	schnapper rock rd	albany	0	2	0	0	0	0
14471	6	kyle rd	greenhithe	0	2	0	0	0	0
14473	6	aeroview dr	beach haven	0	2	0	0	0	0
14476	6	mccrae way	new lynn	0	2	0	0	0	0
14477	6	totara ave	new lynn	0	2	0	0	0	0
14479	6	clark st	new lynn	0	2	0	0	0	0
14480	6	maui st	new lynn	0	2	0	0	0	0
14484	6	newbury pl	albany	0	2	0	0	0	0
14485	6	aberley rd	albany	0	2	0	0	0	0
14486	6	ashurst lane	greenhithe	0	2	0	0	0	0
14488	6	fowler access rd	puhoi	0	2	0	0	0	0
14489	2	hibiscus coast hwy	waiwera	0	5	3	0	0	0
14490	6	matija pl	red beach	0	2	0	0	0	0
14491	6	jelas rd	red beach	0	2	0	0	0	0
14496	6	veronica st	new lynn	0	2	0	0	0	0
14497	6	astley ave	new lynn	0	2	0	0	0	0
14498	6	newbury pl	albany	0	2	0	0	0	0
14499	6	kelmore pl	albany	0	2	0	0	0	0
14501	6	chesterfield way	orewa	0	2	0	0	0	0
14504	6	barton pl	orewa	0	2	0	0	0	0
14506	6	maygrove dr	orewa	0	2	0	0	0	0
14508	6	mahoney dr	albany	0	2	0	0	0	0
14511	5	eastdale rd	avondale	0	2	1	0	0	0
14512	6	bishop st	green bay	0	2	0	0	0	0
14514	6	wairau ave	avondale	0	2	0	0	0	0
14517	6	greenbough lane	greenhithe	0	2	0	0	0	0
14518	6	corregidor pl	avondale	0	2	0	0	0	0
14519	6	corregidor pl	avondale	0	2	0	0	0	0
14524	6	sunnyhaven ave	beach haven	0	3	0	0	0	0
14525	6	cronin pl	beach haven	0	2	0	0	0	0
14526	6	sunnyhaven ave	beach haven	0	3	0	0	0	0
14528	6	corregidor pl	avondale	0	2	0	0	0	0
14529	6	totara ave	new lynn	0	2	0	0	0	0
14531	6	crown lynn pl	new lynn	0	2	0	0	0	0
14533	10	rahuikiri rd	tomarata	0	3	0	0	0	0
14534	6	ruby pl	orewa	0	2	0	0	0	0
14535	6	florence ave	orewa	0	2	0	0	0	0
14538	6	meteor pl	albany	0	2	0	0	0	0
14540	6	cresta ave	beach haven	0	2	0	0	0	0
14541	6	sunnyhaven ave	beach haven	0	3	0	0	0	0
14544	6	crum ave	new lynn	0	2	0	0	0	0
14545	6	delta ave	new lynn	0	2	0	0	0	0
14546	6	clark st	new lynn	0	2	0	0	0	0
14547	6	tane st	new lynn	0	2	0	0	0	0
14548	6	tiki st	new lynn	0	2	0	0	0	0
14549	6	maui st	new lynn	0	2	0	0	0	0
14550	6	newbury pl	albany	0	2	0	0	0	0
14554	2	hibiscus coast hwy	orewa	0	3	3	0	0	0
14555	5	whangaparaoa rd	whangaparaoa	0	2	1	0	0	0
14557	6	peppertree lane	orewa	0	2	0	0	0	0
14561	6	broadoaks pl	auckland	0	2	0	0	0	0
14563	6	telstar pl	beach haven	0	2	0	0	0	0
14564	22	walkway	auckland	0	2	0	1	0	0
14566	6	wingate st	avondale	0	2	0	0	0	0
14567	6	michael foley pl	avondale	0	2	0	0	0	0
14568	6	veronica st	new lynn	0	2	0	0	0	0
14569	6	millennial way	orewa	0	2	0	0	0	0
14572	6	schnapper rock rd	albany	0	2	0	0	0	0
14573	6	jelas rd	red beach	0	2	0	0	0	0
14574	6	west hoe rd	orewa	0	2	0	0	0	0
14576	2	west hoe rd	orewa	0	3	3	0	0	0
14577	6	crampton crt	orewa	0	2	0	0	0	0
14578	6	crampton crt	orewa	0	2	0	0	0	0
14580	6	sunnyhaven ave	beach haven	0	3	0	0	0	0
14581	6	drome view pl	beach haven	0	2	0	0	0	0
14582	6	rosecamp rd	birkdale	0	2	0	0	0	0
14583	6	rosecamp rd	birkdale	0	2	0	0	0	0
14584	6	delta ave	new lynn	0	2	0	0	0	0
14585	6	stock st	new lynn	0	2	0	0	0	0
14586	6	wingate st	avondale	0	2	0	0	0	0
14588	6	sandy lane	avondale	0	2	0	0	0	0
14589	6	nacton lane	avondale	0	2	0	0	0	0
14590	6	clark st	new lynn	0	2	0	0	0	0
14591	6	hetana st	new lynn	0	2	0	0	0	0
14592	6	akehurst ave	new lynn	0	2	0	0	0	0
14593	6	tane st	new lynn	0	2	0	0	0	0
14594	6	aberley rd	albany	0	2	0	0	0	0
14600	22	walkway	orewa	0	2	0	1	0	0
14604	6	hatton rd	orewa	0	2	0	0	0	0
14607	6	lidcombe pl	avondale	0	2	0	0	0	0
14608	6	lidcombe pl	avondale	0	2	0	0	0	0
14609	6	malory st	avondale	0	2	0	0	0	0
14611	6	sandy lane	avondale	0	2	0	0	0	0
14612	6	vic watson way	new lynn	0	2	0	0	0	0
14613	6	veronica st	new lynn	0	2	0	0	0	0
14614	6	puriri st	new lynn	0	2	0	0	0	0
14617	6	cleve rd	green bay	0	2	0	0	0	0
14618	6	cleve rd	green bay	0	2	0	0	0	0
14619	6	shelter dr	greenhithe	0	2	0	0	0	0
14620	6	shelter dr	greenhithe	0	2	0	0	0	0
14622	6	jelas rd	red beach	0	2	0	0	0	0
14623	6	the bullock trk	mahurangi west	0	3	0	0	0	0
14629	6	settlers grv	orewa	0	2	0	0	0	0
14630	6	crampton crt	orewa	0	2	0	0	0	0
14633	6	denham way	orewa	0	2	0	0	0	0
14634	6	settlers grv	orewa	0	2	0	0	0	0
14635	6	schnapper rock rd	albany	0	2	0	0	0	0
14636	6	schnapper rock rd	albany	0	2	0	0	0	0
14638	22	walkway	auckland	0	2	0	1	0	0
14639	6	sunnyhaven ave	beach haven	0	3	0	0	0	0
14641	6	sispara pl	beach haven	0	2	0	0	0	0
14643	6	bamford pl	avondale	0	2	0	0	0	0
14644	6	wingate st	avondale	0	2	0	0	0	0
14645	6	claypit lane	new lynn	0	2	0	0	0	0
14646	6	bentinck st	new lynn	0	2	0	0	0	0
14649	5	links rd	new lynn	0	2	1	0	0	0
14652	6	panorama crt	red beach	0	2	0	0	0	0
14654	6	nukumea cmn	orewa	0	2	0	0	0	0
14655	6	nukumea cmn	orewa	0	2	0	0	0	0
14656	6	crampton crt	orewa	0	2	0	0	0	0
14657	6	nickell pl	orewa	0	2	0	0	0	0
14659	6	amber gln	paremoremo	0	2	0	0	0	0
14660	6	twin crt	paremoremo	0	2	0	0	0	0
14661	6	twin crt	paremoremo	0	2	0	0	0	0
14662	6	sample rd	albany	0	2	0	0	0	0
14663	6	bass rd	albany	0	2	0	0	0	0
14665	6	bernard magnus lane	greenhithe	0	2	0	0	0	0
14673	6	hill cres	new lynn	0	2	0	0	0	0
14674	6	cleve rd	green bay	0	2	0	0	0	0
14675	6	harrybrook rd	green bay	0	2	0	0	0	0
14678	6	sun vly	hatfields beach	0	2	0	0	0	0
14679	6	william gamble dr	greenhithe	0	2	0	0	0	0
14681	6	mary forgham dr	greenhithe	0	2	0	0	0	0
14691	6	hatton rd	orewa	0	2	0	0	0	0
14692	6	the avenue	paremoremo	0	2	0	0	0	0
14693	22	walkway	auckland	0	1	0	1	0	0
14697	6	cuthill cl	albany	0	2	0	0	0	0
14700	22	walkway	auckland	0	2	0	1	0	0
14701	6	drome view pl	beach haven	0	2	0	0	0	0
14702	6	mayall ave	birkdale	0	2	0	0	0	0
14704	6	brigantine dr	birkdale	0	2	0	0	0	0
14705	6	brigantine dr	birkdale	0	2	0	0	0	0
14706	6	stock st	new lynn	0	2	0	0	0	0
14707	6	drury st	new lynn	0	2	0	0	0	0
14708	6	vic watson way	new lynn	0	2	0	0	0	0
14710	6	clinker pl	new lynn	0	2	0	0	0	0
14714	6	greenview lane	red beach	0	2	0	0	0	0
14715	2	hibiscus coast hwy	orewa	0	3	3	0	0	0
14716	6	sun vly	hatfields beach	0	2	0	0	0	0
14717	6	hatfield hts	hatfields beach	0	2	0	0	0	0
14718	6	centreway rd	orewa	0	2	0	0	0	0
14722	6	nickell pl	orewa	0	2	0	0	0	0
14723	6	nickell pl	orewa	0	2	0	0	0	0
14725	22	walkway	orewa	0	2	0	1	0	0
14727	6	settlers grv	orewa	0	2	0	0	0	0
14728	6	hatton rd	orewa	0	2	0	0	0	0
14729	6	doment cres	orewa	0	2	0	0	0	0
14733	6	aeroview dr	beach haven	0	2	0	0	0	0
14734	6	brigantine dr	birkdale	0	2	0	0	0	0
14736	6	veronica st	new lynn	0	2	0	0	0	0
14737	6	ward st	new lynn	0	2	0	0	0	0
14738	6	clark st	new lynn	0	2	0	0	0	0
14740	6	hill cres	new lynn	0	2	0	0	0	0
14741	6	harrybrook rd	green bay	0	2	0	0	0	0
14747	22	walkway	orewa	0	2	0	1	0	0
14749	6	greenview lane	red beach	0	2	0	0	0	0
14750	6	the avenue	paremoremo	0	2	0	0	0	0
14751	6	vinewood dr	albany	0	2	0	0	0	0
14761	6	brigantine dr	birkdale	0	2	0	0	0	0
14762	6	eucalyptus pl	birkdale	0	2	0	0	0	0
14764	6	wingate st	avondale	0	2	0	0	0	0
14765	6	puriri st	new lynn	0	2	0	0	0	0
14766	6	ward st	new lynn	0	2	0	0	0	0
14767	5	astley ave	new lynn	0	2	1	0	0	0
14768	6	neville st	new lynn	0	2	0	0	0	0
14770	6	naumai st	avondale	0	2	0	0	0	0
14771	6	canal rd	avondale	0	2	0	0	0	0
14772	6	wingate st	avondale	0	2	0	0	0	0
14773	10	wright rd	dome valley	0	3	0	0	0	0
14775	22	walkway	orewa	0	0	0	1	0	0
14782	22	walkway	auckland	0	2	0	1	0	0
14783	6	brigantine dr	birkdale	0	2	0	0	0	0
14784	22	walkway	auckland	0	2	0	1	0	0
14785	6	rosecamp rd	birkdale	0	2	0	0	0	0
14787	6	holly st	avondale	0	2	0	0	0	0
14788	6	hill cres	new lynn	0	2	0	0	0	0
14791	6	thomas hamer pl	greenhithe	0	2	0	0	0	0
14793	6	lillian pl	orewa	0	2	0	0	0	0
14796	6	dan tori pl	orewa	0	2	0	0	0	0
14800	6	maori hut rd	red beach	0	2	0	0	0	0
14801	22	walkway	auckland	0	1	0	1	0	0
14810	6	teal cres	birkdale	0	2	0	0	0	0
14814	6	jacaranda ave	birkdale	0	2	0	0	0	0
14816	6	jacaranda ave	birkdale	0	2	0	0	0	0
14817	6	jacaranda ave	birkdale	0	2	0	0	0	0
14819	6	rosecamp rd	birkdale	0	2	0	0	0	0
14820	6	hadfield st	birkdale	0	2	0	0	0	0
14821	6	hadfield st	birkdale	0	2	0	0	0	0
14823	6	naumai st	avondale	0	2	0	0	0	0
14826	6	sun vly	hatfields beach	0	2	0	0	0	0
14827	6	william hadlow pl	hatfields beach	0	2	0	0	0	0
14828	6	old north rd	hatfields beach	0	2	0	0	0	0
14829	6	old north rd	hatfields beach	0	2	0	0	0	0
14830	6	moffat rd	red beach	0	2	0	0	0	0
14831	22	walkway	auckland	0	1	0	1	0	0
14832	6	moffat rd	red beach	0	2	0	0	0	0
14834	6	lomas way	paremoremo	0	2	0	0	0	0
14835	6	landing dr	albany	0	2	0	0	0	0
14836	6	landing dr	albany	0	2	0	0	0	0
14838	6	george deane pl	greenhithe	0	2	0	0	0	0
14840	6	gilpin pl	beach haven	0	2	0	0	0	0
14841	6	seahorse pl	birkdale	0	2	0	0	0	0
14842	6	brigantine dr	birkdale	0	2	0	0	0	0
14844	6	victor st	avondale	0	2	0	0	0	0
14845	6	olympic pl	new lynn	0	2	0	0	0	0
14849	6	connaught st	blockhouse bay	0	2	0	0	0	0
14850	6	portage rd	new lynn	0	2	0	0	0	0
14851	4	portage rd	new lynn	0	2	2	0	0	0
14853	5	portage rd	new lynn	0	2	1	0	0	0
14854	6	georgia tce	paremoremo	0	2	0	0	0	0
14855	6	veronica cl	red beach	0	2	0	0	0	0
14856	6	william hadlow pl	hatfields beach	0	2	0	0	0	0
14857	6	win grv	hatfields beach	0	2	0	0	0	0
14858	6	forest gln	orewa	0	2	0	0	0	0
14859	6	northbridge cl	orewa	0	2	0	0	0	0
14860	6	manuka st	orewa	0	2	0	0	0	0
14861	6	centreway rd	orewa	0	2	0	0	0	0
14863	6	maori hut rd	red beach	0	2	0	0	0	0
14864	6	maori hut rd	red beach	0	2	0	0	0	0
14865	6	landing dr	albany	0	2	0	0	0	0
14866	6	lucas way	albany	0	2	0	0	0	0
14871	6	hadfield st	birkdale	0	2	0	0	0	0
14872	6	hadfield st	birkdale	0	2	0	0	0	0
14876	6	henry partington pl	greenhithe	0	2	0	0	0	0
14879	6	hammond ave	hatfields beach	0	2	0	0	0	0
14880	6	lancelot rd	hatfields beach	0	2	0	0	0	0
14881	6	hammond ave	hatfields beach	0	2	0	0	0	0
14883	6	puriri ave	orewa	0	2	0	0	0	0
14884	6	maori hut rd	red beach	0	2	0	0	0	0
14885	6	albany heights rd	albany	0	2	0	0	0	0
14886	6	wharf rd	albany	0	2	0	0	0	0
14887	6	wharf rd	albany	0	2	0	0	0	0
14888	6	landing dr	albany	0	2	0	0	0	0
14889	6	john bracken way	beach haven	0	2	0	0	0	0
14891	6	melba st	beach haven	0	2	0	0	0	0
14893	6	tramway rd	beach haven	0	2	0	0	0	0
14895	6	george deane pl	greenhithe	0	2	0	0	0	0
14896	6	fernbank lane	greenhithe	0	2	0	0	0	0
14898	6	francis skinner pl	orewa	0	2	0	0	0	0
14899	6	maori hut rd	red beach	0	2	0	0	0	0
14901	6	lennon access rd	redvale	0	3	0	0	0	0
14902	6	spur rd	redvale	0	3	0	0	0	0
14904	6	lucas way	albany	0	2	0	0	0	0
14905	22	walkway	auckland	0	2	0	1	0	0
14906	6	lucas way	albany	0	2	0	0	0	0
14907	22	walkway	auckland	0	2	0	1	0	0
14908	6	landing dr	albany	0	2	0	0	0	0
14913	6	mcwhirter pl	new lynn	0	2	0	0	0	0
14917	6	john dee cres	red beach	0	2	0	0	0	0
14918	6	old north rd	hatfields beach	0	2	0	0	0	0
14919	6	elizabeth st	orewa	0	2	0	0	0	0
14921	22	walkway	orewa	0	1	0	1	0	0
14922	6	melanie pl	orewa	0	2	0	0	0	0
14925	6	pohutukawa ave	red beach	0	2	0	0	0	0
14926	6	landing dr	albany	0	2	0	0	0	0
14927	6	centaur cl	albany	0	2	0	0	0	0
14929	6	crocombe cres	beach haven	0	2	0	0	0	0
14936	6	lysander cres	birkdale	0	2	0	0	0	0
14939	6	hadfield st	birkdale	0	2	0	0	0	0
14940	6	hadfield st	birkdale	0	2	0	0	0	0
14941	6	hadfield st	birkdale	0	2	0	0	0	0
14942	6	sea vista ave	birkdale	0	2	0	0	0	0
14943	6	anchor pl	birkdale	0	2	0	0	0	0
14946	6	wingate st	avondale	0	2	0	0	0	0
14947	6	pecan pl	avondale	0	2	0	0	0	0
14948	6	fernbank lane	greenhithe	0	2	0	0	0	0
14949	6	edward ave	orewa	0	2	0	0	0	0
14950	22	walkway	auckland	0	1	0	1	0	0
14951	6	alice ave	orewa	0	2	0	0	0	0
14953	6	pohutukawa ave	red beach	0	2	0	0	0	0
14954	6	advance way	albany	0	2	0	0	0	0
14955	6	wynona cl	albany	0	2	0	0	0	0
14956	6	landing dr	albany	0	2	0	0	0	0
14960	6	fordham st	beach haven	0	2	0	0	0	0
14962	6	lysander cres	birkdale	0	2	0	0	0	0
14964	6	moller st	birkdale	0	2	0	0	0	0
14966	6	island bay rd	birkdale	0	2	0	0	0	0
14967	6	valhalla dr	birkdale	0	2	0	0	0	0
14974	6	lucas pt	paremoremo	0	2	0	0	0	0
14975	2	hibiscus coast hwy	orewa	0	3	3	0	0	0
14976	6	tawhana cres	red beach	0	2	0	0	0	0
14977	6	ocean view rd	hatfields beach	0	3	0	0	0	0
14978	6	hammond ave	hatfields beach	0	2	0	0	0	0
14980	6	puriri ave	orewa	0	2	0	0	0	0
14983	6	landing dr	albany	0	2	0	0	0	0
14984	6	landing dr	albany	0	2	0	0	0	0
14991	6	lancaster rd	beach haven	0	2	0	0	0	0
14993	6	hadfield st	birkdale	0	2	0	0	0	0
14994	22	walkway	auckland	0	2	0	1	0	0
14995	6	aspen st	avondale	0	2	0	0	0	0
14996	6	victor st	avondale	0	2	0	0	0	0
14997	6	colorado pl	avondale	0	2	0	0	0	0
14998	6	holly st	avondale	0	2	0	0	0	0
14999	6	bolton st	blockhouse bay	0	2	0	0	0	0
15002	4	albany hwy	albany	0	3	2	0	0	0
15003	6	summerfield lane	albany	0	2	0	0	0	0
15005	6	otanerua rd	hatfields beach	0	2	0	0	0	0
15006	6	otanerua rd	hatfields beach	0	2	0	0	0	0
15008	6	edward ave	orewa	0	2	0	0	0	0
15009	6	pohutukawa ave	red beach	0	2	0	0	0	0
15013	6	oaklands rd	albany	0	2	0	0	0	0
15015	6	fairclough rd	beach haven	0	2	0	0	0	0
15016	6	paragon ave	beach haven	0	2	0	0	0	0
15021	6	lysander cres	birkdale	0	2	0	0	0	0
15022	6	hadfield st	birkdale	0	2	0	0	0	0
15023	6	poaka pl	birkdale	0	2	0	0	0	0
15025	6	hadfield st	birkdale	0	2	0	0	0	0
15026	6	hadfield st	birkdale	0	2	0	0	0	0
15027	6	ulster rd	blockhouse bay	0	2	0	0	0	0
15028	6	ulster rd	blockhouse bay	0	2	0	0	0	0
15029	22	walkway	blockhouse bay	0	2	0	1	0	0
15030	6	awanohi rd	paremoremo	0	3	0	0	0	0
15031	6	puriri ave	orewa	0	2	0	0	0	0
15033	22	walkway	orewa	0	1	0	1	0	0
15035	6	moana ave	orewa	0	2	0	0	0	0
15037	6	pohutukawa ave	red beach	0	2	0	0	0	0
15038	6	oak manor dr	albany	0	2	0	0	0	0
15039	6	oak manor dr	albany	0	2	0	0	0	0
15042	6	lysander cres	birkdale	0	2	0	0	0	0
15046	6	valkyria pl	birkdale	0	2	0	0	0	0
15047	6	valkyria pl	birkdale	0	2	0	0	0	0
15049	6	valhalla dr	birkdale	0	2	0	0	0	0
15050	6	noel ave	orewa	0	2	0	0	0	0
15051	6	ocean view rd	hatfields beach	0	2	0	0	0	0
15052	6	sykes ave	hatfields beach	0	2	0	0	0	0
15054	6	george lowe pl	orewa	0	2	0	0	0	0
15055	6	landing dr	albany	0	2	0	0	0	0
15056	6	wharepapa pl	albany	0	2	0	0	0	0
15058	6	turitea pl	albany	0	2	0	0	0	0
15059	6	wharerata pl	albany	0	2	0	0	0	0
15060	6	oaklands rd	albany	0	2	0	0	0	0
15064	6	gemini pl	birkdale	0	2	0	0	0	0
15066	6	island bay rd	birkdale	0	2	0	0	0	0
15068	6	holly st	avondale	0	2	0	0	0	0
15069	6	holly st	avondale	0	2	0	0	0	0
15071	6	busby st	blockhouse bay	0	2	0	0	0	0
15072	6	crowther st	blockhouse bay	0	2	0	0	0	0
15076	6	kohu st	orewa	0	2	0	0	0	0
15077	6	princeton pde	albany	0	2	0	0	0	0
15080	6	marine pde	orewa	0	2	0	0	0	0
15081	6	marine pde	orewa	0	2	0	0	0	0
15082	6	alice ave	orewa	0	2	0	0	0	0
15084	6	tamariki ave	orewa	0	2	0	0	0	0
15086	6	tenzing lane	orewa	0	2	0	0	0	0
15087	6	george lowe pl	orewa	0	2	0	0	0	0
15088	6	pohutukawa ave	red beach	0	2	0	0	0	0
15089	6	river rd	red beach	0	2	0	0	0	0
15091	6	landing dr	albany	0	2	0	0	0	0
15092	6	widdison pl	albany	0	2	0	0	0	0
15093	6	appleby rd	albany	0	2	0	0	0	0
15094	6	appleby rd	albany	0	2	0	0	0	0
15095	6	fearnley grv	albany	0	2	0	0	0	0
15096	22	walkway	auckland	0	2	0	1	0	0
15099	6	crocombe cres	beach haven	0	2	0	0	0	0
15100	6	hayman pl	beach haven	0	2	0	0	0	0
15101	6	hayman pl	beach haven	0	2	0	0	0	0
15104	6	japonica dr	beach haven	0	2	0	0	0	0
