roadid	type	label    	city    	oneway	speed	roadclass	notforcar	notforpede	notforbicy
23350	6	karaka st	eden terrace	0	2	0	0	0	0
23351	6	france st s	eden terrace	0	2	0	0	0	0
23352	6	hopetoun st	auckland	0	2	1	0	0	0
23353	6	diamond st	eden terrace	0	2	0	0	0	0
23354	6	macaulay st	eden terrace	0	2	0	0	0	0
23355	6	france st s	eden terrace	0	2	0	0	0	0
23356	6	beresford sq	auckland central	0	2	0	0	0	0
23357	6	karaka st	eden terrace	0	2	0	0	0	0
23359	6	ruru st	eden terrace	0	2	0	0	0	0
23361	6	ashton rd	mt eden	0	2	0	0	0	0
23379	6	east st	auckland	0	2	0	0	0	0
23380	6	day st	auckland central	0	2	0	0	0	0
23397	6	warimu pl	auckland central	0	3	0	0	0	0
23401	6	dacre st	eden terrace	0	2	0	0	0	0
23402	6	beresford sq	auckland central	1	2	0	0	0	0
23405	6	tarata st	mt eden	0	2	0	0	0	0
23407	6	tarata st	mt eden	0	2	0	0	0	0
23408	6	ashton rd	mt eden	0	2	0	0	0	0
23409	6	charlton ave	mt eden	0	2	0	0	0	0
23440	6	sylvan ave e	mt eden	0	2	0	0	0	0
23441	6	nikau st	eden terrace	0	2	0	0	0	0
23442	6	ruru st	eden terrace	0	2	0	0	0	0
23444	6	ashton rd	mt eden	0	2	0	0	0	0
23455	6	canada st	auckland central	0	2	0	0	0	0
23456	5	pitt st	auckland central	0	2	1	0	0	0
23458	6	upper queen st	grafton	0	2	1	0	0	0
23460	6	exmouth st	eden terrace	0	2	0	0	0	0
23461	6	exmouth st	eden terrace	0	2	0	0	0	0
23462	6	exmouth st	eden terrace	0	2	0	0	0	0
23463	6	basque rd	eden terrace	0	2	0	0	0	0
23465	6	sherbourne rd	mt eden	0	2	0	0	0	0
23482	6	vincent st	auckland central	0	2	1	0	0	0
23496	6	exmouth st	eden terrace	0	2	0	0	0	0
23497	5	pitt st	auckland central	0	2	1	0	0	0
23499	6	upper queen st	grafton	0	2	1	0	0	0
23501	6	edenvale cres	mt eden	1	2	0	0	0	0
23502	6	shaddock st	eden terrace	0	2	0	0	0	0
23516	6	mercury lane	auckland central	1	2	0	0	0	0
23517	6	cross st	auckland central	1	2	0	0	0	0
23518	6	poynton tce	auckland central	0	2	0	0	0	0
23524	6	canada st	auckland central	0	2	0	0	0	0
23525	6	upper queen st	grafton	0	2	1	0	0	0
23527	6	karaka st	eden terrace	0	2	0	0	0	0
23528	6	graysons lane	mt eden	0	2	0	0	0	0
23529	6	edenvale cres	mt eden	1	2	0	0	0	0
23530	6	nikau st	eden terrace	0	2	0	0	0	0
23531	6	shaddock st	eden terrace	0	2	0	0	0	0
23532	6	kelly st	mt eden	0	2	0	1	0	0
23533	6	korari st	eden terrace	0	2	0	0	0	0
23564	6	west st	grafton	0	2	0	0	0	0
23565	6	upper queen st	grafton	0	2	1	0	0	0
23569	6	basque rd	eden terrace	0	2	0	0	0	0
23570	6	dundonald st	eden terrace	0	2	0	0	0	0
23571	6	kelly st	mt eden	0	2	0	0	0	0
23572	6	kelly st	mt eden	0	2	0	0	0	0
23584	6	flower st	eden terrace	0	2	0	0	0	0
23597	6	alex evans st	eden terrace	0	2	1	0	0	0
23598	6	upper queen st	grafton	0	2	1	0	0	0
23603	6	canada st	auckland central	0	2	0	0	0	0
23604	6	nikau st	eden terrace	0	2	0	0	0	0
23605	6	flower st	eden terrace	0	2	0	0	0	0
23606	6	puka st	mt eden	0	2	0	0	0	0
23611	6	coles ave	mt eden	0	2	0	0	0	0
23613	6	bourne st	mt eden	0	2	0	0	0	0
23635	6	upper queen st	grafton	0	2	1	0	0	0
23636	6	stable lane	eden terrace	0	2	0	0	0	0
23639	6	edwin st	mt eden	0	2	0	0	0	0
23642	6	shaddock st	eden terrace	0	2	0	0	0	0
23643	6	esplanade rd	mt eden	0	2	0	0	0	0
23674	6	alex evans st	eden terrace	0	2	1	0	0	0
23675	6	upper queen st	grafton	0	2	1	0	0	0
23678	6	enfield st	mt eden	0	2	0	0	0	0
23679	6	akiraho st	mt eden	0	2	0	0	0	0
23695	5	symonds st	auckland	0	2	1	0	0	0
23712	6	alex evans st	eden terrace	0	2	1	0	0	0
23713	6	st benedicts st	eden terrace	0	2	0	0	0	0
23714	6	upper queen st	grafton	0	2	1	0	0	0
23715	6	scotia pl	auckland central	0	2	0	0	0	0
23716	6	scotia pl	auckland central	0	2	0	0	0	0
23717	6	scotia pl	auckland central	0	2	0	0	0	0
23720	6	kohekohe st	mt eden	0	2	0	0	0	0
23721	6	enfield st	mt eden	0	2	0	0	0	0
23723	6	harold st	mt eden	0	2	0	0	0	0
23724	22	walkway	auckland	0	2	0	1	0	0
23725	6	windmill rd	epsom	0	2	0	0	0	0
23726	6	disraeli st	epsom	0	2	0	0	0	0
23728	5	mt eden rd	mt eden	0	2	1	0	0	0
23738	6	hohipere st	eden terrace	0	2	0	0	0	0
23747	6	water st	grafton	0	2	0	0	0	0
23748	6	edwin st	mt eden	0	2	0	0	0	0
23751	6	hillside cres s	mt eden	0	2	0	0	0	0
23753	6	batger rd	mt eden	0	2	0	0	0	0
23757	6	rautangi rd	mt eden	0	2	0	0	0	0
23758	6	ngauruhoe st	mt eden	0	2	0	0	0	0
23759	6	ngauruhoe st	mt eden	0	2	0	0	0	0
23760	6	essex rd	mt eden	0	2	0	0	0	0
23761	6	essex rd	mt eden	0	2	0	0	0	0
23762	6	newnham lane	mt eden	0	2	0	0	0	0
23772	6	queen st	auckland central	0	2	1	0	0	0
23787	6	boston rd	grafton	0	2	1	0	0	0
23790	6	edwin st	mt eden	0	2	0	0	0	0
23791	6	mary st	mt eden	0	2	0	0	0	0
23792	6	burleigh st	grafton	0	2	0	0	0	0
23793	6	percy st	mt eden	0	2	0	0	0	0
23798	6	poronui st	mt eden	0	2	0	0	0	0
23799	6	oaklands rd	mt eden	0	2	0	0	0	0
23814	6	glenside cres	eden terrace	0	3	0	0	0	0
23833	6	symonds st	auckland	0	2	1	0	0	0
23836	6	normanby rd	mt eden	0	2	0	0	0	0
23838	6	hillside cres n	mt eden	0	2	0	0	0	0
23839	6	edwin st	mt eden	0	2	0	0	0	0
23842	6	stokes rd	mt eden	0	2	1	0	0	0
23852	6	liverpool st	auckland central	0	2	0	0	0	0
23854	6	city rd	auckland	0	2	0	0	0	0
23863	6	symonds st	auckland	0	3	1	0	0	0
23864	6	symonds st	auckland	0	2	1	0	0	0
23865	6	enfield st	mt eden	0	2	0	0	0	0
23866	6	hillside cres s	mt eden	0	2	0	0	0	0
23867	6	hillside cres s	mt eden	0	2	0	0	0	0
23874	6	turner st	auckland central	0	2	0	0	0	0
23888	6	hillside cres s	mt eden	0	2	0	0	0	0
23901	6	waverley st	auckland central	1	2	0	0	0	0
23915	6	hillside cres s	mt eden	0	2	0	0	0	0
23929	9	southern motorway	grafton	1	4	4	0	1	1
23942	6	normanby rd	mt eden	0	2	0	0	0	0
23943	6	normanby rd	mt eden	0	2	0	0	0	0
23944	6	clive rd	eden terrace	0	2	0	0	0	0
23945	6	eglinton ave	mt eden	0	2	0	0	0	0
23947	6	disraeli st	epsom	0	2	0	0	0	0
23949	6	garry rd	mt eden	0	2	0	0	0	0
23957	5	symonds st	auckland	0	2	1	0	0	0
23958	5	grafton bridge	grafton	0	0	1	1	0	0
23977	6	normanby rd	mt eden	0	2	0	0	0	0
23982	6	normanby rd	mt eden	0	2	0	0	0	0
23984	6	hasbury ave	epsom	0	2	0	0	0	0
24007	6	white st	auckland central	0	2	0	0	0	0
24017	6	normanby rd	mt eden	0	2	0	0	0	0
24039	6	st martins lane	grafton	0	2	0	0	0	0
24053	6	epsom ave	epsom	0	2	0	0	0	0
24057	6	disraeli st	epsom	0	2	0	0	0	0
24091	6	st martins lane	grafton	0	2	0	0	0	0
24092	6	st martins lane	grafton	0	2	0	0	0	0
24108	6	st martins lane	grafton	0	2	0	0	0	0
24171	6	beckham pl	grafton	0	2	0	0	0	0
24172	6	clive rd	eden terrace	0	2	0	0	0	0
24181	5	grafton rd	auckland	0	2	1	0	0	0
24197	6	bridge st	grafton	0	2	0	0	0	0
24267	6	seafield view rd	grafton	0	2	0	0	0	0
24269	6	barnett cres	epsom	0	2	0	0	0	0
24270	6	barnett cres	epsom	0	2	0	0	0	0
24292	6	park rd	grafton	0	2	0	0	0	0
24304	6	ferncroft st	grafton	0	2	0	0	0	0
24336	6	clive rd	newmarket	0	2	0	0	0	0
24402	6	mountain rd	epsom	0	2	1	0	0	0
24430	6	mountain rd	epsom	0	2	1	0	0	0
24545	5	stanley st	grafton	1	2	1	0	0	0
24604	5	owens rd	epsom	0	2	1	0	0	0
24821	6	alten rd	auckland central	0	2	0	0	0	0
24858	6	churchill st	auckland central	0	2	0	0	0	0
24862	6	nicholls lane	auckland central	0	3	0	0	0	0
41940	6	sydenham rd	mt eden	0	2	0	0	0	0
41941	6	ngahura st	eden terrace	0	2	0	0	0	0
41977	6	puhi huia rd	mt eden	0	2	0	0	0	0
42327	9	southern motorway exit	auckland	1	4	4	0	1	1
42344	1	northwestern motorway	auckland	1	6	4	0	1	1
42346	1	port and stanley street exit	auckland	1	6	4	0	1	1
42347	1	wellesley street exit 2a	auckland	1	6	4	0	1	1
42348	1	southern motorway	newton	1	6	4	0	1	1
42349	1	southern motorway	grafton	1	6	4	0	1	1
42529	1	port and wellesley street exit	auckland	1	4	4	0	1	1
42533	1	state highway 16	auckland	1	6	4	0	1	1
42619	1	great north rd exit 8	-	1	4	4	0	1	1
42620	9	great north rd exit 8	auckland	1	4	4	0	1	1
42621	1	great north rd exit 8	-	1	2	4	0	1	1
42629	6	new north rd underpass	-	1	3	0	0	0	0
42630	6	new north rd connection	avondale	1	3	0	0	0	0
42651	5	great north rd	auckland	0	2	1	0	0	0
42663	9	-	auckland	1	4	4	0	1	1
42664	5	northern motorway exit	-	1	4	4	0	1	1
42671	6	puhi huia rd	mt eden	0	2	0	0	0	0
42757	6	puhi huia rd	mt eden	0	2	0	0	0	0
42803	5	ponsonby rd	st marys bay	0	2	1	0	0	0
42812	5	newton rd	newton	0	2	1	0	0	0
42813	6	randolph st	newton	0	2	0	0	0	0
42893	1	great north rd exit 8	-	1	4	4	0	0	0
42894	1	great north rd exit 8	-	1	4	4	0	0	0
42902	5	point chevalier rd	point chevalier	0	2	1	0	0	0
42903	5	grafton rd	grafton	0	2	1	0	0	0
42908	5	surrey cres	grey lynn	0	2	1	0	0	0
42911	6	crummer rd	grey lynn	0	2	0	0	0	0
42912	6	crummer rd	newton	0	2	0	0	0	0
42983	4	khyber pass rd	eden terrace	0	2	1	0	0	0
42985	6	hopetoun st	newton	0	2	1	0	0	0
43014	5	stanley st	parnell	0	2	1	0	0	0
43055	1	helensville and port exit 426	-	1	4	4	0	0	0
43482	6	mercury lane	auckland central	1	2	0	0	0	0
43606	22	walkway	-	0	1	0	1	0	0
43607	22	walkway	western springs	0	1	0	1	0	0
43608	22	cycleway	-	0	1	0	1	0	0
43619	6	lovelock ave	mt eden	0	2	0	0	0	0
43659	6	ngata st	auckland central	0	2	0	0	0	0
43946	6	grange rd	mt eden	0	2	0	0	0	0
44100	6	hopetoun st	-	1	2	0	0	0	0
44153	1	northern motorway	newmarket	1	6	4	0	1	1
44211	22	challinor cres	mt albert	0	2	0	1	0	0
44212	22	walkway	-	0	2	0	1	0	0
44213	22	walkway	-	0	2	0	1	0	0
44214	22	walkway	-	0	2	0	1	0	0
44215	22	walkway	-	0	2	0	1	0	0
44216	22	walkway	-	0	2	0	1	0	0
44217	22	roy clements treeway walkway	-	0	2	0	1	0	0
44226	5	sandringham rd	sandringham	0	2	1	0	0	0
44339	6	virginia ave e	eden terrace	0	2	0	0	0	0
44340	5	new north road connection	mt eden	1	2	0	0	0	0
44341	4	dominion rd	mt eden	1	2	0	0	0	0
44345	22	walkway	-	0	2	0	1	0	0
44407	5	garnet rd	westmere	0	2	1	0	0	0
44494	4	dominion rd	mt roskill	0	2	2	0	0	0
44549	6	lloyd ave	mt albert	0	2	0	0	0	0
44550	6	john st	ponsonby	0	2	0	0	0	0
44565	6	kelly st	mt eden	0	2	0	0	0	0
44576	22	walkway	-	0	2	0	1	0	0
44582	4	great north rd	auckland	0	2	2	0	0	0
44628	6	carrick pl	mt eden	0	2	0	0	0	0
44629	6	carrick pl	mt eden	0	2	0	1	0	0
44817	9	-	-	1	3	4	0	0	0
44825	9	-	-	1	2	4	0	0	0
44890	9	-	-	1	2	4	0	0	0
44967	9	-	-	1	2	4	0	0	0
45063	9	-	-	1	2	4	0	0	0
45064	6	old mill rd	westmere	1	2	0	0	0	0
45065	9	-	-	1	2	4	0	0	0
45066	22	walkway	-	0	2	0	1	0	0
45097	6	liverpool st	auckland central	1	2	0	0	0	0
45098	6	waverley st	auckland central	0	2	0	0	0	0
45251	9	-	-	1	2	4	0	0	0
45253	6	councillors dr	mt albert	0	2	0	0	0	0
45367	5	wellington st	freemans bay	0	2	1	0	0	0
45370	5	union st	auckland central	0	2	1	0	0	0
45512	5	wellesley street east	auckland	0	2	1	0	0	0
45555	22	walkway/cycleway	auckland central	0	2	0	1	0	0
45556	22	walkway/cycleway	-	0	2	0	0	0	0
45557	22	walkway/cycleway	auckland central	0	2	0	1	0	0
45558	22	walkway/cycleway	auckland central	0	2	0	1	0	0
45861	6	samoa house lane	auckland central	0	2	0	0	0	0
45901	6	atawhai lane	avondale	0	2	0	0	0	0
46055	5	cook st	auckland central	0	2	1	0	0	0
46063	5	union st	auckland central	0	2	1	0	0	0
46064	6	patiki rd	-	0	1	0	0	0	0
